35	Порт-Луи — морской порт Маврикия с историей переселений из Африки и Индии. Постоянное поселение возникло здесь в XVIII веке, а торговля сахаром долго формировала хозяйство города.	getty
36	Рабат связан историей с соседним Сале. В старом городе сохранились мусульманские кварталы, памятники разных эпох и музеи; здесь находится Университет Мухаммеда V.	getty
37	Мапуту вырос вокруг португальской крепости XVIII века. Удобный порт сделал его одним из торговых центров восточноафриканского побережья и промышленным узлом Мозамбика.	getty
38	Виндхук расположен в районе горячих источников. В конце XIX века он стал административным центром германской колонии, а позднее — столицей независимой Намибии.	getty
39	Ниамей возник как сельскохозяйственное поселение на берегу Нигера. В колониальное время здесь находился небольшой военный пост; столичные функции город получил в 1926 году.	getty
41	Кигали стал столицей Руанды после независимости в 1962 году. Помимо государственных учреждений, здесь развивались ремесленные и промышленные предприятия.	getty
42	Сан-Томе расположен на северо-восточном берегу одноимённого острова. Морское положение определило его связь с торговлей и управлением островным государством.	getty
43	Дакар был основан в 1857 году на Атлантическом побережье. Его положение у западной оконечности Африки сделало город важным портом и транспортным узлом.	getty
45	Фритаун основали в 1787 году как поселение для освобождённых людей при участии британских аболиционистов. Позднее он стал административным центром британских владений в Западной Африке.	getty
46	Могадишо относится к ранним арабским поселениям восточноафриканского побережья. Благодаря порту город веками участвовал в торговле Индийского океана.	getty
47	Претория расположена по берегам реки Апис и известна улицами с деревьями. В 1902 году здесь подписали мирный договор, завершивший Вторую англо-бурскую войну.	getty
48	Кейптаун возник в 1652 году как пункт снабжения кораблей Ост-Индской компании. Морской порт и расположенный здесь парламент сделали его городом с важной торговой и законодательной ролью.	getty
49	Блумфонтейн основан в 1846 году как укреплённое поселение. Позднее он стал столицей Оранжевого Свободного Государства и сохранил судебную роль в современной ЮАР.	getty
50	Джуба развивалась как торговый и речной порт. Здесь находится Университет Джубы; сегодня город служит политическим центром Южного Судана.	getty
51	Хартум возник в XIX веке как военный лагерь у слияния Нила. После разрушения в 1885 году город отстроили заново, и он стал административным центром Англо-Египетского Судана.	getty
52	Додома стала выбранным центром переноса столицы из Дар-эс-Салама в 1970-х годах. Помимо государственных функций, город исторически был рынком для сельскохозяйственного района.	getty
53	Ломе сочетает функции столицы и морского порта. Через него традиционно вывозили какао, кофе и фосфаты, поэтому город стал торговым и транспортным центром Того.	getty
54	Тунис расцвёл после арабского завоевания в VII веке, а в Средние века был центром государства Хафсидов. Долгая история заметна в его старых кварталах.	getty
55	Кампала была административным центром британского протектората в конце XIX века. Сегодня в городе сосредоточены крупные предприятия и Музей Уганды.	getty
56	Лусака лежит на известняковом плато у пересечения важных дорог. Город был одним из центров движения за независимость Замбии, а затем стал её столицей.	getty
57	Хараре основан в 1890 году и вырос в крупнейший город Зимбабве. Шахты, металлургия и текстильное производство соседствовали здесь с музеем и храмами разных христианских общин.	getty
58	Кабул стоит в долине среди гор Гиндукуша. Через город проходили пути между Индией и Центральной Азией, поэтому его история связана с караванной торговлей и сменой империй.	getty
59	Ереван вырос у реки Раздан на перекрёстке древних караванных путей. Историю города ведут от крепости Эребуни, основанной в VIII веке до нашей эры.	getty
60	Баку расположен на берегу Каспийского моря. Нефтяная промышленность определила его рост, а окружённый крепостными стенами Ичери-шехер напоминает о торговом прошлом города.	getty
61	Манама стала торговым и финансовым центром Бахрейна. Её развитие связано с морской торговлей Персидского залива, нефтепереработкой и банковским сектором.	getty
62	Дакка выросла как речной порт и центр торговли тканями. В XVII веке она была столицей Могольской Бенгалии; текстильная промышленность остаётся важной частью городской экономики.	getty
63	Тхимпху расположен в гималайской долине у реки Ванг-Чу. В укреплённом монастыре дзонге размещаются государственные учреждения, а столичные функции город получил в XX веке.	getty
65	Пномпень стоит у слияния Меконга, Тонлесапа и Бассака. Это речное положение помогло ему стать торговым центром и столицей Камбоджи.	getty
67	Никосия — исторический центр Кипра, разделённый линией разграничения. В старом городе сохранились следы разных эпох, включая бывший христианский собор, превращённый в мечеть.	getty
68	Тбилиси вырос на берегах Куры, где сходились пути через Кавказ. Его положение сделало город торговым узлом, а в XIX веке железная дорога связала его с черноморским портом Поти.	getty
69	Нью-Дели строили как новый административный центр Британской Индии. Широкие проспекты и правительственные кварталы по проекту Эдвина Лаченса открыли в 1931 году.	getty
70	Джакарта выросла из приморского поселения в важный порт острова Ява. Колониальная Батавия стала крупным торговым центром, от которого развился современный город.	getty
71	Тегеран раскинулся у южных склонов Эльбурса. Столицей его сделала династия Каджаров в конце XVIII века; соседство с древним Реем показывает долгую историю заселения района.	getty
72	Багдад основали в VIII веке на путях между регионами Азии. Он быстро стал центром торговли, науки и исламской культуры, хотя в 1258 году сильно пострадал от монгольского завоевания.	getty
73	Иерусалим — город священных мест и исторической памяти иудаизма, христианства и ислама. Его политический статус остаётся предметом международного спора.	getty
74	Токио вырос из города Эдо, который в XVII веке стал центром власти сёгунов Токугава. После землетрясения 1923 года и разрушений Второй мировой войны город многократно перестраивали.	getty
75	Амман занимает район древнего поселения аммонитян. Позднее город входил в союз античных городов Декаполиса; слои разных эпох видны в его исторических памятниках.	getty
76	Астана стоит на реке Ишим в степной части Казахстана. Железнодорожный узел и государственные учреждения превратили её в важный административный и образовательный центр.	getty
77	Эль-Кувейт вырос из укреплённого приморского поселения, связанного с рыболовством и добычей жемчуга. Открытие нефти ускорило рост города в XX веке.	getty
78	Бишкек возник на месте кокандской крепости. Его планировка с прямыми улицами и зелёными насаждениями сформировалась в последующие столетия.	getty
79	Вьентьян расположен у Меконга. Здесь находится ступа Тхат-Луанг XVI века — важный религиозный памятник, вокруг которого складывалась историческая жизнь города.	getty
80	Бейрут вырос как древний средиземноморский порт. Через него проходили финикийские, римские, арабские и другие культурные влияния, определившие многослойную историю города.	getty
81	Куала-Лумпур вырос во второй половине XIX века рядом с оловянными рудниками. Добыча олова, затем торговля каучуком помогли ему стать крупнейшим городским центром Малайзии.	getty
83	Улан-Батор возник как буддийский религиозный центр в XVII веке. Позднее через город шли торговые пути между Россией и Китаем, а железная дорога усилила его транспортную роль.	getty
85	Катманду — древний город долины в Гималаях. Храмы, пагоды и дворцовые комплексы отражают его долгую роль как религиозного и культурного центра Непала.	getty
87	Маскат расположен на берегу Оманского залива. Его порт веками связывал Аравию с морскими путями Индийского океана; в XVI–XVII веках город занимали португальцы.	getty
91	Манила выросла вокруг укреплённого испанского города XVI века. Порт на берегу Манильского залива стал центром управления и торговли; старые кварталы сильно пострадали во Второй мировой войне.	getty
92	Доха выросла из поселения на берегу Персидского залива. До нефтяного бума её жизнь была связана с морем; доходы от добычи нефти преобразили город в XX веке.	getty
93	Эр-Рияд расположен на плато Неджд в центре Аравийского полуострова. С XIX века он связан с властью династии Саудов, а нефтяные доходы ускорили его рост.	getty
94	Сингапур расположен у морского пути между Индийским и Тихим океанами. Торговое поселение, основанное британцами в 1819 году, стало одним из важнейших портов региона.	getty
95	Сеул стал политическим центром корейского государства в конце XIV века. Город пережил разрушения Корейской войны и затем вырос в крупнейший экономический центр страны.	getty
97	Коломбо — старый порт на морских путях Индийского океана. Через него торговали арабские купцы, а позднее португальцы, голландцы и британцы; сегодня это коммерческий центр Шри-Ланки.	getty
98	Дамаск стоит на древних торговых путях Ближнего Востока. Город существовал уже в глубокой древности и на протяжении веков был крупным культурным и религиозным центром.	getty
99	Душанбе получил столичные функции в 1924 году. В советское время небольшой населённый пункт превратился в спланированный город с широкими озеленёнными улицами.	getty
100	Бангкок расположен на реке Чаупхрая. Речные каналы долго служили городскими дорогами, а храмы и дворцовые комплексы напоминают о превращении поселения в столицу в XVIII веке.	getty
101	Дили — приморский порт на северном берегу Тимора. После восстановления независимости Восточного Тимора в 2002 году он стал главным административным центром страны.	getty
102	Анкара занимает место с долгой историей: здесь оставили след римская, сельджукская и османская эпохи. В XX веке город стал центром нового турецкого государства.	getty
103	Ашхабад находится у края пустыни Каракумы, рядом с Ахалским оазисом. После разрушительного землетрясения 1948 года город фактически отстраивали заново.	getty
104	Абу-Даби возник как прибрежное поселение, связанное с рыболовством и добычей жемчуга. Разработка нефти во второй половине XX века изменила его хозяйство и городской облик.	getty
105	Ташкент вырос в долине реки Чирчик на старых караванных путях. Несмотря на землетрясения и перестройки, здесь сохранились памятники среднеазиатской городской культуры.	getty
108	Тирана расположена у реки Ишми на краю плодородной равнины. Основанное в XVII веке поселение в XX веке стало политическим центром Албании.	getty
109	Андорра-ла-Велья находится в узкой пиренейской долине у слияния двух рек. Горное положение долго сохраняло её изоляцию, а в XX веке город вырос благодаря торговле и туризму.	getty
110	Вена стоит на Дунае, на перекрёстке европейских путей. От римского военного поселения она выросла до столицы Габсбургской монархии и одного из культурных центров Европы.	getty
111	Минск пережил смену государств, войны и масштабные разрушения. Особенно сильно город пострадал во Второй мировой войне, после которой его центральные районы отстроили заново.	getty
112	Брюссель вырос из поселения у реки Сенны на торговом пути. В Средние века он стал центром производства шерстяных тканей, а позднее — политическим центром Бельгии.	getty
113	Сараево лежит в долине реки Миляцки у подножия гор. Османский период оставил заметный след в его архитектуре и культуре; город стал важным культурным центром Боснии и Герцеговины.	getty
114	София расположена в котловине среди балканских гор. На месте поселения фракийцев Серди город развивался в римскую эпоху и сохранил памятники разных исторических периодов.	getty
115	Загреб вырос из двух средневековых поселений на берегах Савы. Долгое время они соперничали, а их объединение помогло сформироваться главному городскому центру Хорватии.	getty
116	Прага раскинулась по берегам Влтавы на пересечении старых европейских торговых путей. Средневековые кварталы и мосты напоминают о её многовековой роли в истории Чехии.	getty
117	Копенгаген вырос из рыбацкого поселения у пролива Эресунн. Его положение между Балтийским и Северным морями помогло городу стать портом и центром датского государства.	getty
118	Таллин развился вокруг укрепления на холме Тоомпеа. В Средние века он был торговым городом Балтики, а смена датского, шведского и российского правления оставила след в его облике.	getty
119	Хельсинки основали в XVI веке на берегу Финского залива как торговый противовес Таллину. Позднее укрепления и морская торговля ускорили развитие города.	getty
121	Берлин расположен по берегам Шпрее. Современный город объединил многие прежние поселения, а его районы до сих пор сохраняют следы этой сложной истории.	getty
122	Афины были одним из крупнейших городов-государств античного мира. Здесь развивались философия, театр и искусство, оказавшие длительное влияние на европейскую культуру.	getty
124	Будапешт возник из Буды и Пешта по разные стороны Дуная. Важная переправа через реку помогла обоим поселениям вырасти, прежде чем они объединились в один город.	getty
125	Рейкьявик возник как поселение скандинавских переселенцев в IX веке. Из небольшого рыбацкого места он вырос в главный торговый и культурный центр Исландии.	getty
127	Рим вырос на холмах у реки Тибр и стал центром огромной античной державы. Памятники разных эпох показывают, как город веками оставался политическим, культурным и религиозным центром.	getty
128	Рига возникла на балтийском торговом пути и в 1282 году вошла в Ганзейский союз. Смена немецкого, польского, шведского и российского влияния сформировала её исторический облик.	getty
129	Вадуц расположен у подножия замка XII века, который доминирует над городом. После разрушений конца XV века поселение восстановили, а позднее оно стало политическим центром Лихтенштейна.	getty
130	Вильнюс стоит у слияния рек Нерис и Вильня. В XIV веке он стал столицей Великого княжества Литовского и важным центром культуры и торговли региона.	getty
131	Люксембург вырос вокруг крепости на скалистом выступе над рекой Альзет. Естественная защита места сделала город одной из важных крепостей Европы.	getty
132	Валлетту построили рыцари Мальтийского ордена после осады острова 1565 года. Морская крепость на скалистом полуострове стала административным и портовым центром Мальты.	getty
133	Кишинёв расположен на реке Бык. После тяжёлых разрушений во Второй мировой войне город отстраивали заново, поэтому в его облике сочетаются старые кварталы и застройка XX века.	getty
134	Монако-Вилль занимает скалистый мыс над морским портом. Это старейшая часть княжества, где расположен княжеский дворец, история которого восходит к XIII веку.	getty
135	Подгорица не раз меняла правителей и сильно пострадала во Второй мировой войне. Послевоенное восстановление сформировало значительную часть современного облика города.	getty
136	Амстердам вырос вокруг дамбы на реке Амстел, построенной для защиты от воды. Морская торговля сделала его в XVII веке одним из ведущих финансовых центров мира.	getty
137	Гаага выросла вокруг резиденции графов Голландии. Позднее сюда переместились судебные и государственные учреждения; поэтому город стал центром управления Нидерландами.	getty
138	Скопье стоит на древнем пути через Балканы. После землетрясения 1963 года значительную часть города восстановили и перепланировали.	getty
139	Осло основали в XI веке. После пожара 1624 года город заново построили рядом с крепостью Акерсхус; позднее он вырос в крупнейший городской центр Норвегии.	getty
140	Варшава многократно восстанавливалась после войн. Исторический центр, почти уничтоженный во Второй мировой войне, воссоздали по старым планам и изображениям.	getty
141	Лиссабон расположен у устья реки Тежу, где речной путь выходит к Атлантике. Морское положение сделало город важным портом и центром португальской истории.	getty
142	Бухарест вырос у дороги к Константинополю как укреплённый пункт. С XV века здесь находилась резиденция правителей Валахии, затем город стал хозяйственным центром региона.	getty
143	Москва впервые упомянута в источниках под 1147 годом. Вокруг средневекового Кремля вырос город, который неоднократно переживал разорения, пожары и масштабные перестройки.	getty
144	Сан-Марино расположен на склонах горы Титано. Местная традиция связывает возникновение поселения со святым Марином и раннехристианской общиной IV века.	getty
146	Братислава стоит на Дунае близ границ нескольких стран. Через неё проходили древние пути, а разные центральноевропейские державы оставили здесь следы своей истории.	getty
147	Любляна выросла на месте римского города у пути через Восточные Альпы. Позднее она была центром Крайны и в начале XIX века — Иллирийских провинций.	getty
148	Мадрид возник как укрепление в мусульманскую эпоху. После перехода под власть кастильских королей город вырос, а в XVIII веке получил широкие улицы и новые общественные здания.	getty
149	Стокгольм расположен на островах между озером Меларен и Балтийским морем. С XIII века он рос как торговый город, связанный с балтийскими путями Ганзы.	getty
150	Берн основали в 1191 году на полуострове в излучине реки Ааре. Его средневековое положение у границы немецкой и французской языковых областей отражается в истории города.	getty
151	Киев стоит на Днепре, по которому проходил путь из Скандинавии к Византии. В Средние века город стал центром Киевской Руси и крупным узлом торговли и культуры.	getty
152	Лондон расположен по обоим берегам Темзы. Со времён Римской империи река помогала торговле; средневековый город вырос в центр британского государства и империи.	getty
153	Сент-Джонс расположен в защищённой бухте Антигуа. В XVIII веке его укрепляли как базу британского флота в Вест-Индии; сегодня бухта остаётся важной частью жизни города.	getty
154	Нассау вырос вокруг удобной гавани на острове Нью-Провиденс. В XVII веке здесь укрывались пираты, а позднее город превратился в крупный туристический центр Багам.	getty
155	Бриджтаун — торговый порт на берегу залива Карлайл. Вывоз сахара и морская торговля сыграли большую роль в развитии столицы Барбадоса.	getty
156	Бельмопан построили в глубине Белиза после разрушительного урагана 1961 года. В 1970 году сюда перевели правительственные учреждения из прибрежного Белиз-Сити.	getty
157	Оттава расположена у слияния рек Оттава, Ридо и Гатино. Водные пути и лесная торговля помогли росту города, который позднее стал центром канадского государства.	getty
158	Сан-Хосе вырос как хозяйственный центр Коста-Рики. В колониальное время здесь производили табак, а в XIX веке развитие города ускорила торговля кофе.	getty
159	Гавана была важной военно-морской базой Испании в Карибском море. Крепости у входа в гавань напоминают о её роли в защите торговых путей.	getty
160	Розо расположен у устья одноимённой реки на юго-западном берегу Доминики. Порт неоднократно страдал от пожаров и ураганов, но сохраняет роль главного городского центра острова.	getty
161	Санто-Доминго — один из старейших городов Америки, основанных европейцами. Испанская колониальная власть использовала его как отправную точку для освоения других островов и материка.	getty
162	Сан-Сальвадор неоднократно перестраивали после землетрясений XIX и XX веков. Он стал промышленным и культурным центром страны, где находятся музеи и библиотеки.	getty
164	Гватемала — крупный промышленный и культурный центр Центральной Америки. После сильных землетрясений начала XX века город перестраивали; здесь находится Университет Сан-Карлос.	getty
166	Тегусигальпа выросла в промышленный центр Гондураса. В городе производили текстиль, строительные материалы и другие товары, а его аэропорт связывает столицу с внешним миром.	getty
167	Кингстон вырос вокруг гавани с прямоугольной планировкой улиц. Землетрясения и пожар 1907 года изменили его старые кварталы, а порт сохраняет важное значение для Ямайки.	getty
168	Мехико вырос на месте столицы ацтеков Теночтитлана. В колониальную эпоху он стал центром вице-королевства Новая Испания; сегодня в городе соседствуют памятники нескольких эпох.	getty
169	Манагуа неоднократно разрушали землетрясения, особенно в 1931 и 1972 годах. Из-за этого современный город сильно отличается от прежнего колониального центра.	getty
170	Панама выросла на пути перевозки товаров между Тихим и Атлантическим океанами. После открытия Панамского канала в 1914 году её портовая и торговая роль заметно усилилась.	getty
171	Бастер расположен на берегу острова Сент-Китс. После разрушительного пожара 1867 года город восстановили; его порт связывал остров с соседями и сахарной торговлей.	getty
172	Кастри вырос вокруг глубоководной гавани на северо-западе Сент-Люсии. Порт служил для вывоза сельскохозяйственной продукции, а укрепления напоминают о колониальной истории острова.	getty
173	Кингстаун — главный порт Сент-Винсента. Здесь с 1763 года существует ботанический сад, один из старейших в Западном полушарии.	getty
176	Буэнос-Айрес основан на берегу залива Ла-Плата в XVI веке. В 1776 году он стал центром испанского вице-королевства, а позже — главным портом и политическим центром Аргентины.	getty
177	Сукре — конституционная столица Боливии и исторический центр борьбы за независимость. Здесь начались выступления против испанского правления в 1809 году.	getty
178	Ла-Пас расположен высоко в Андах и выполняет административные функции столицы Боливии. Он также стал крупным промышленным и торговым центром страны.	getty
180	Сантьяго расположен на реке Мапочо у подножия Анд. Он вырос из испанского колониального поселения в главный политический и хозяйственный центр Чили.	getty
181	Богота находится на высокогорном плато Анд. В колониальную эпоху она была центром вице-королевства Новая Гранада, а в XIX веке стала важным местом борьбы за независимость.	getty
182	Кито расположен на склонах вулкана Пичинча. Доколониальное поселение, наследие инков и испанская архитектура сделали его одним из исторических центров Южной Америки.	getty
183	Джорджтаун стоит у Атлантического океана и служит главным портом Гайаны. Через него вывозили сахар, рис, древесину и полезные ископаемые.	getty
184	Асунсьон был одним из центров испанской колонизации внутренней части Южной Америки. Отсюда действовали миссии, а в 1811 году город стал центром движения за независимость Парагвая.	getty
185	Лима основана испанцами недалеко от тихоокеанского берега в XVI веке. Как столица вице-королевства Перу она стала политическим и культурным центром большой части Южной Америки.	getty
186	Парамарибо вырос как колониальный порт на реке Суринам. После Второй мировой войны его развитие ускорили промышленность и торговля.	getty
187	Монтевидео возник в XVIII веке как испанский укреплённый пункт у залива Ла-Плата. Позднее он стал главным портом Уругвая и важным торговым центром региона.	getty
188	Каракас связан с борьбой за независимость Венесуэлы: в 1810 году здесь началось выступление против испанского правления. Город развивался как политический и хозяйственный центр страны.	getty
189	Канберру спланировали как федеральную столицу Австралии. В 1927 году сюда перевели парламент из Мельбурна; город строился вокруг правительственных и культурных учреждений.	getty
190	Сува расположена на юго-восточном берегу острова Вити-Леву. Порт, переработка продуктов и Университет Южной части Тихого океана сделали её важным центром Фиджи.	getty
195	Веллингтон вырос вокруг гавани Порт-Николсон на юге Северного острова. Удобный порт и положение у пролива Кука помогли ему стать важным транспортным и государственным центром Новой Зеландии.	getty
197	Порт-Морсби расположен на берегу залива Папуа. Во Вторую мировую войну он служил базой союзников и подвергался бомбардировкам; сегодня это главный административный центр страны.	getty
198	Апиа — морской порт Самоа. В XIX веке его гавань стала местом соперничества держав; ураган 1889 года уничтожил здесь корабли американских и германских эскадр.	getty
199	Хониара расположена на острове Гуадалканал. Место связано с ранними европейскими экспедициями, а в XX веке город стал административным центром Соломоновых Островов.	getty
200	Нукуалофа — порт на северном берегу острова Тонгатапу. Здесь находится королевский дворец XIX века, напоминающий о роли города как центра тонганской монархии.	getty
201	Фунафути расположен на одноимённом атолле. Здесь находятся главные правительственные учреждения Тувалу, поэтому небольшое островное поселение выполняет столичные функции.	getty
202	Порт-Вила — морской порт на юго-западе острова Эфате. Прибрежное положение сделало его административным и торговым центром Вануату.	getty
5	Гитега — политическая столица Бурунди и центр сохранения её культурного наследия. В окрестностях находится королевская резиденция Гишора с традицией священных барабанов.	burundi,burundi-gishora
6	Прая расположена на южном берегу острова Сантьягу. Её порт связывает островное государство с морскими торговыми путями Атлантики.	getty:1088304
9	Нджамена возникла в 1900 году как французский укреплённый пункт. Позднее город стал центром торговли хлопком, скотом и рыбой, а с независимости Чада — его столицей.	getty:7000416
11	Браззавиль основали в XIX веке на берегу реки Конго. Во Вторую мировую войну город служил африканским центром движения «Свободная Франция»; здесь действует художественная школа Пото-Пото.	getty:7000394
12	Ямусукро стал официальной столицей Кот-д’Ивуара в 1983 году, хотя многие государственные функции сохранил Абиджан. В городе находится крупная католическая базилика Богоматери Мира.	ivory-presidency,getty:1090424
16	Сьюдад-де-ла-Пас — новая столица Экваториальной Гвинеи, объявленная в 2026 году. Государственные учреждения переводят сюда постепенно, поэтому история города как административного центра только формируется.	equatorial-capital
19	Мбабане — административная столица Эсватини. Город сформировался вокруг колониального центра управления в начале XX века, а близость железной дороги поддержала его транспортную роль.	getty:1094539
20	Лобамба — королевская и законодательная столица Эсватини. Здесь расположена традиционная резиденция королевы-матери и проходят важные национальные церемонии.	getty:1094532
23	Банжул основали британцы в 1816 году как порт у устья реки Гамбии и пункт борьбы с работорговлей. Позднее он стал торговым и образовательным центром страны.	getty:7000585
40	Абуджу спроектировали в центре Нигерии для переноса столицы из Лагоса. Федеральная столичная территория создана в 1976 году, а столичные функции перешли городу в 1991 году.	abuja
44	Виктория расположена на острове Маэ. Её морской порт и государственные учреждения делают небольшой прибрежный город главным административным и транспортным центром Сейшел.	getty:1092558
64	Бандар-Сери-Бегаван сильно пострадал во Вторую мировую войну и был восстановлен. Сегодня в городе находятся королевский дворец и мечеть султана Омара Али Сайфуддина.	getty:1065983
66	Пекин на протяжении веков несколько раз становился столицей китайских государств. Город был политическим центром при династии Юань и вновь получил столичный статус в 1949 году.	getty:7001758
82	Мале занимает небольшой остров в Индийском океане. Для расширения города у окружающего рифа создавали новую сушу, а его порт концентрирует торговые связи Мальдив.	getty:1083014
84	Нейпьидо построен как административная столица Мьянмы и официально получил этот статус в 2006 году. Здесь сосредоточены правительственные здания, тогда как Янгон остаётся крупным торговым центром.	myanmar
86	Пхеньян был важным центром древнего государства Когурё: в V веке сюда перенесли его столицу. До наших дней сохранились остатки укреплений и погребальные памятники той эпохи.	pyongyang
88	Исламабад — спланированная столица Пакистана у подножия холмов Маргалла. Генеральный план нового административного города утвердили в 1960 году.	islamabad
89	Восточный Иерусалим имеет особое политическое и религиозное значение для палестинцев. Палестина заявляет его своей столицей; статус города остаётся предметом международного урегулирования.	palestine-jerusalem
90	Рамалла служит центром работы палестинских государственных учреждений. Город развился как административный и общественный центр на Западном берегу реки Иордан.	ramallah
96	Шри-Джаяварденепура-Котте был центром средневекового королевства Котте. В 1985 году его объявили административной столицей Шри-Ланки; здесь разместили парламентский комплекс.	kotte
106	Ханой имеет многовековую историю под разными названиями, включая Тханглонг. Он был столицей Северного Вьетнама, а с 1976 года — объединённой страны.	getty:7001070
107	Сана расположена в горной долине на высоте около 2200 метров. Город заселён более 2500 лет, а его старые многоэтажные дома и мечети отражают долгую историю арабской культуры.	sanaa
120	Париж вырос вдоль излучины Сены. Кварталы на её берегах сохраняют историю города от средневековых соборов до бульваров XIX века, которые повлияли на городское планирование в других странах.	paris
123	Ватикан — город-государство площадью около 44 гектаров и центр управления Католической церковью. Его независимость закрепили Латеранские соглашения 1929 года.	vatican
126	Дублин вырос у переправы через реку Лиффи. В эпоху викингов удобная гавань помогла поселению стать центром торговли и первым крупным городом Ирландии.	dublin
145	Белград стоит у слияния Савы и Дуная. Такое положение делало его важным укреплённым пунктом, торговым и политическим центром при разных государствах.	belgrade
163	Сент-Джорджес расположен вокруг защищённой гавани на юго-западе Гренады. Город основали французские переселенцы, а позже он стал портовым и туристическим центром острова.	getty:1016587
165	Порт-о-Пренс вырос как торговый порт на берегу залива Гонав. В 1770 году он стал столицей французской колонии Сен-Доминго; землетрясения не раз меняли облик города.	getty:7005503
174	Порт-оф-Спейн вырос из поселения на западном берегу Тринидада. Испанские колонисты сделали его административным центром острова, а регулярная планировка улиц сохранила следы той эпохи.	getty:1019088
175	Вашингтон спланировали специально для размещения федерального правительства США. Место у реки Потомак выбрали в 1790 году, а план города подготовил инженер Пьер Ланфан.	washington
179	Бразилиа построена в глубине Бразилии в 1956–1960 годах как новая столица. План Лусио Косты и здания Оскара Нимейера сделали её известным примером градостроительства XX века.	brasilia
191	Южная Тарава состоит из небольших островков атолла, соединённых дамбами. Здесь сосредоточены правительство и хозяйственная жизнь Кирибати; узкая суша делает город особенно уязвимым к нехватке воды.	south-tarawa
192	Маджуро расположен на низком коралловом атолле Маршалловых Островов. Дамбы соединили отдельные островки в длинную узкую полосу, где сосредоточены столичные учреждения.	majuro
